StrainName	Start	End	DonorLineage
DRR286192	3475360	3480326	SC2
DRR286192	3636984	3637806	SC2
DRR286192	3712788	3722453	SC2
DRR286192	3746737	3748955	SC2
DRR286192	3924395	3925675	SC2
DRR286192	3969914	3970402	SC2
DRR286192	4051151	4051686	SC2
DRR286192	4056222	4056534	SC2
DRR286192	4072631	4073474	SC2
DRR286192	4160019	4166659	SC2
DRR286192	4239973	4240445	SC2
DRR286151	304043	304337	SC2
DRR286151	363454	363982	SC2
DRR286151	1182086	1182673	SC2
DRR286151	1622704	1623133	SC2
DRR286151	3145213	3146508	SC2
DRR286151	3861974	3862636	SC2
DRR286151	3965467	3967726	SC2
ERR12861733	360963	361347	SC2
ERR12861733	542570	544716	SC2
ERR12861733	697206	698906	SC2
ERR12861733	745748	748279	SC2
ERR12861733	797554	801198	SC2
ERR12861733	989258	991411	SC2
ERR12861733	1300119	1302543	SC2
ERR12861733	1399989	1400173	SC2
ERR12861733	1488466	1490040	SC2
ERR12861733	1532671	1535304	SC2
ERR12861733	1590830	1592465	SC2
ERR12861733	1595707	1596989	SC2
ERR12861733	1601399	1605292	SC2
ERR12861733	2100608	2101236	SC2
ERR12861733	2252129	2253899	SC2
ERR12861733	2280773	2282939	SC2
ERR12861733	2321285	2321667	SC2
ERR12861733	2383625	2384293	SC2
ERR12861733	2427519	2428973	SC2
ERR12861733	2652758	2654884	SC2
ERR12861733	2790909	2791106	SC2
ERR12861733	2815884	2818784	SC2
ERR12861733	3144531	3145060	SC2
ERR12861733	3167575	3169346	SC2
ERR12861733	3502417	3504564	SC2
ERR12861733	3541719	3543787	SC2
ERR12861733	3657471	3658659	SC2
ERR12861733	3676078	3676822	SC2
ERR12861733	3731786	3732188	SC2
ERR12861733	3834984	3836074	SC2
ERR12861733	4070680	4071097	SC2
ERR12861380	287754	288582	SC2
ERR12861380	290294	295044	SC2
ERR12861380	395741	398989	SC2
ERR12861380	408167	412350	SC2
ERR12861380	688998	691146	SC2
ERR12861380	837594	838847	SC2
ERR12861380	895214	896590	SC2
ERR12861380	896883	900470	SC2
ERR12861380	962440	965310	SC2
ERR12861380	968586	970901	SC2
ERR12861380	971416	974098	SC2
ERR12861380	989152	991749	SC2
ERR12861380	994831	997235	SC2
ERR12861380	1047402	1048200	SC2
ERR12861380	1053039	1054261	SC2
ERR12861380	1058469	1060030	SC2
ERR12861380	1101354	1102482	SC2
ERR12861380	1291886	1297069	SC2
ERR12861380	1415747	1416863	SC2
ERR12861380	1417902	1421223	SC2
ERR12861380	1588440	1591252	SC2
ERR12861380	1592533	1595619	SC2
ERR12861380	1598252	1598872	SC2
ERR12861380	1600703	1600827	SC2
ERR12861380	1654931	1657414	SC2
ERR12861380	1658732	1660707	SC2
ERR12861380	1661119	1664351	SC2
ERR12861380	1729137	1731993	SC2
ERR12861380	1735579	1739516	SC2
ERR12861380	1823875	1824295	SC2
ERR12861380	1882263	1884496	SC2
ERR12861380	1910902	1914779	SC2
ERR12861380	1917983	1919716	SC2
ERR12861380	2069303	2072317	SC2
ERR12861380	2073403	2074507	SC2
ERR12861380	2270718	2274962	SC2
ERR12861380	2363300	2363486	SC2
ERR12861380	2513584	2516813	SC2
ERR12861380	2526317	2530451	SC2
ERR12861380	2559870	2562583	SC2
ERR12861380	2565508	2568155	SC2
ERR12861380	2614000	2615734	SC2
ERR12861380	2643244	2649185	SC2
ERR12861380	2749327	2756676	SC2
ERR12861380	2764947	2766953	SC2
ERR12861380	2922230	2926379	SC2
ERR12861380	2938941	2941432	SC2
ERR12861380	2943759	2949408	SC2
ERR12861380	2962510	2967800	SC2
ERR12861380	3029798	3034256	SC2
ERR12861380	3035909	3042896	SC2
ERR12861380	3179118	3179453	SC2
ERR12861380	3181655	3184861	SC2
ERR12861380	3234001	3234978	SC2
ERR12861380	3246366	3247790	SC2
ERR12861380	3275534	3275913	SC2
ERR12861380	3333275	3335053	SC2
ERR12861380	3352646	3353608	SC2
ERR12861380	3359633	3361556	SC2
ERR12861380	3384502	3386920	SC2
ERR12861380	3436121	3439486	SC2
ERR12861380	3529320	3534794	SC2
ERR12861380	3541031	3542225	SC2
ERR12861380	3565966	3567163	SC2
ERR12861380	3568609	3569608	SC2
ERR12861380	3571173	3572108	SC2
ERR12861380	3573717	3577149	SC2
ERR12861380	3579610	3585116	SC2
ERR12861380	3606399	3607019	SC2
ERR12861380	3645047	3646909	SC2
ERR12861380	3677681	3679019	SC2
ERR12861380	3728896	3734146	SC2
ERR12861380	3752273	3754173	SC2
ERR12861380	3802003	3802278	SC2
ERR12861380	3803999	3807970	SC2
ERR12861380	3823836	3829755	SC2
ERR12861380	3868582	3869860	SC2
ERR12861380	3899250	3899605	SC2
ERR12861380	3931681	3933819	SC2
ERR12861380	3983263	3983362	SC2
ERR12861380	3992427	3995700	SC2
ERR12861380	3996972	4006055	SC2
ERR12861487	82375	86798	SC2
ERR12861487	89478	91960	SC2
ERR12861487	93088	99911	SC2
ERR12861487	164393	167816	SC2
ERR12861487	183683	184400	SC2
ERR12861487	220136	225121	SC2
ERR12861487	227109	229675	SC2
ERR12861487	298032	301097	SC2
ERR12861487	313102	313816	SC2
ERR12861487	341539	342188	SC2
ERR12861487	446841	447216	SC2
ERR12861487	463938	464860	SC2
ERR12861487	522724	524207	SC2
ERR12861487	567837	567899	SC2
ERR12861487	715553	718377	SC2
ERR12861487	719461	723102	SC2
ERR12861487	828966	835220	SC2
ERR12861487	862047	863691	SC2
ERR12861487	893294	895480	SC2
ERR12861487	927855	934290	SC2
ERR12861487	947738	948248	SC2
ERR12861487	955969	958765	SC2
ERR12861487	989783	990874	SC2
ERR12861487	1035019	1041793	SC2
ERR12861487	1053629	1056553	SC2
ERR12861487	1058078	1059765	SC2
ERR12861487	1157417	1157880	SC2
ERR12861487	1161882	1163974	SC2
ERR12861487	1167795	1170671	SC2
ERR12861487	1225679	1226501	SC2
ERR12861487	1246142	1252378	SC2
ERR12861487	1264224	1264972	SC2
ERR12861487	1403225	1404036	SC2
ERR12861487	1532780	1533046	SC2
ERR12861487	1591866	1595132	SC2
ERR12861487	1615877	1616870	SC2
ERR12861487	1642591	1648654	SC2
ERR12861487	1698367	1699610	SC2
ERR12861487	1823875	1824660	SC2
ERR12861487	1841818	1842444	SC2
ERR12861487	1905531	1907576	SC2
ERR12861487	1984601	1986340	SC2
ERR12861487	2016005	2017131	SC2
ERR12861487	2060143	2061797	SC2
ERR12861487	2065369	2066649	SC2
ERR12861487	2073246	2074813	SC2
ERR12861487	2175500	2177365	SC2
ERR12861487	2178655	2180792	SC2
ERR12861487	2212180	2215822	SC2
ERR12861487	2217816	2220459	SC2
ERR12861487	2230038	2232276	SC2
ERR12861487	2304508	2306743	SC2
ERR12861487	2388954	2389712	SC2
ERR12861487	2417685	2418381	SC2
ERR12861487	2425897	2428790	SC2
ERR12861487	2631321	2632596	SC2
ERR12861487	2654191	2655234	SC2
ERR12861487	2674206	2677522	SC2
ERR12861487	2701368	2704755	SC2
ERR12861487	2731161	2735518	SC2
ERR12861487	2795777	2798078	SC2
ERR12861487	2908255	2910584	SC2
ERR12861487	2928543	2932305	SC2
ERR12861487	2949352	2951773	SC2
ERR12861487	2973824	2976606	SC2
ERR12861487	3050173	3059238	SC2
ERR12861487	3066598	3079570	SC2
ERR12861487	3174491	3175602	SC2
ERR12861487	3182634	3184643	SC2
ERR12861487	3432741	3435121	SC2
ERR12861487	3476772	3479828	SC2
ERR12861487	3483986	3486850	SC2
ERR12861487	3578914	3580456	SC2
ERR12861487	3590378	3597929	SC2
ERR12861487	3642843	3643419	SC2
ERR12861487	3689475	3692005	SC2
ERR12861487	3767058	3767814	SC2
ERR12861487	3838932	3839221	SC2
ERR12861487	3846893	3847927	SC2
ERR12861487	3877167	3879797	SC2
ERR12861487	3978531	3981566	SC2
ERR12861487	3993758	4000791	SC2
ERR12861487	4076884	4078706	SC2
ERR12861379	49964	51349	SC2
ERR12861379	110757	112285	SC2
ERR12861379	190596	191740	SC2
ERR12861379	223575	228181	SC2
ERR12861379	400307	403272	SC2
ERR12861379	446371	447216	SC2
ERR12861379	612202	613593	SC2
ERR12861379	685967	690052	SC2
ERR12861379	917437	920919	SC2
ERR12861379	983258	984120	SC2
ERR12861379	1061468	1063927	SC2
ERR12861379	1078317	1079369	SC2
ERR12861379	1105970	1107672	SC2
ERR12861379	1125019	1126814	SC2
ERR12861379	1180683	1181470	SC2
ERR12861379	1196578	1197712	SC2
ERR12861379	1266251	1268117	SC2
ERR12861379	1323880	1331259	SC2
ERR12861379	1344444	1345450	SC2
ERR12861379	1346508	1352247	SC2
ERR12861379	1502133	1502566	SC2
ERR12861379	1533864	1546773	SC2
ERR12861379	1554323	1555893	SC2
ERR12861379	1595234	1597603	SC2
ERR12861379	1611372	1612425	SC2
ERR12861379	1622406	1624795	SC2
ERR12861379	1742900	1744303	SC2
ERR12861379	1752051	1758603	SC2
ERR12861379	1849745	1850603	SC2
ERR12861379	1879396	1880380	SC2
ERR12861379	1893933	1897936	SC2
ERR12861379	1906708	1907530	SC2
ERR12861379	1978287	1978468	SC2
ERR12861379	2073595	2074813	SC2
ERR12861379	2124009	2125522	SC2
ERR12861379	2131256	2132472	SC2
ERR12861379	2187417	2189623	SC2
ERR12861379	2196402	2199271	SC2
ERR12861379	2238247	2238567	SC2
ERR12861379	2250615	2253693	SC2
ERR12861379	2262751	2272775	SC2
ERR12861379	2286988	2287549	SC2
ERR12861379	2383404	2389348	SC2
ERR12861379	2427050	2428380	SC2
ERR12861379	2505856	2518579	SC2
ERR12861379	2555397	2556948	SC2
ERR12861379	2634654	2635943	SC2
ERR12861379	2656511	2660764	SC2
ERR12861379	2965455	2968304	SC2
ERR12861379	2982748	2985027	SC2
ERR12861379	3043005	3044537	SC2
ERR12861379	3358478	3366829	SC2
ERR12861379	3415501	3419757	SC2
ERR12861379	3427526	3429784	SC2
ERR12861379	3445887	3450107	SC2
ERR12861379	3452651	3454090	SC2
ERR12861379	3462495	3463889	SC2
ERR12861379	3534654	3535926	SC2
ERR12861379	3867632	3869001	SC2
ERR12861379	3892948	3894120	SC2
ERR12861379	4072308	4073235	SC2
ERR12861379	4222639	4240081	SC2
DRR286155	76018	76945	SC2
ERR12861552	36079	37528	SC2
ERR12861552	51540	55607	SC2
ERR12861552	70691	73060	SC2
ERR12861552	90405	94184	SC2
ERR12861552	99222	102970	SC2
ERR12861552	109463	116093	SC2
ERR12861552	122044	136525	SC2
ERR12861552	137302	140833	SC2
ERR12861552	162625	168335	SC2
ERR12861552	169486	169776	SC2
ERR12861552	189444	191681	SC2
ERR12861552	223450	224448	SC2
ERR12861552	234352	237998	SC2
ERR12861552	257175	260629	SC2
ERR12861552	262015	263876	SC2
ERR12861552	282624	284870	SC2
ERR12861552	289543	290293	SC2
ERR12861552	293274	294710	SC2
ERR12861552	305504	306289	SC2
ERR12861552	307086	311572	SC2
ERR12861552	324896	329523	SC2
ERR12861552	332065	335073	SC2
ERR12861552	339354	342294	SC2
ERR12861552	370243	371018	SC2
ERR12861552	376747	383066	SC2
ERR12861552	401388	408767	SC2
ERR12861552	437180	440337	SC2
ERR12861552	443709	444166	SC2
ERR12861552	458130	468456	SC2
ERR12861552	470098	475342	SC2
ERR12861552	493826	497062	SC2
ERR12861552	508522	509671	SC2
ERR12861552	515326	521145	SC2
ERR12861552	528586	530891	SC2
ERR12861552	555911	557334	SC2
ERR12861552	582779	586589	SC2
ERR12861552	592457	594550	SC2
ERR12861552	596282	597601	SC2
ERR12861552	607864	609092	SC2
ERR12861552	609995	613593	SC2
ERR12861552	633798	635280	SC2
ERR12861552	659225	659495	SC2
ERR12861552	660324	662380	SC2
ERR12861552	720829	725253	SC2
ERR12861552	732032	736477	SC2
ERR12861552	745323	748164	SC2
ERR12861552	758014	761257	SC2
ERR12861552	766751	769257	SC2
ERR12861552	772663	773114	SC2
ERR12861552	785244	786634	SC2
ERR12861552	801462	803151	SC2
ERR12861552	804356	809628	SC2
ERR12861552	862737	864910	SC2
ERR12861552	871441	876736	SC2
ERR12861552	883503	884525	SC2
ERR12861552	891123	893122	SC2
ERR12861552	895063	900470	SC2
ERR12861552	913133	919425	SC2
ERR12861552	962440	964978	SC2
ERR12861552	967743	969220	SC2
ERR12861552	984379	986096	SC2
ERR12861552	994831	996984	SC2
ERR12861552	1007319	1009213	SC2
ERR12861552	1023103	1024726	SC2
ERR12861552	1037599	1038113	SC2
ERR12861552	1044776	1045751	SC2
ERR12861552	1050261	1051309	SC2
ERR12861552	1056938	1058468	SC2
ERR12861552	1060031	1061201	SC2
ERR12861552	1061879	1064644	SC2
ERR12861552	1069884	1071788	SC2
ERR12861552	1072743	1076198	SC2
ERR12861552	1077391	1083198	SC2
ERR12861552	1084715	1087567	SC2
ERR12861552	1088184	1089306	SC2
ERR12861552	1094355	1095738	SC2
ERR12861552	1096863	1103032	SC2
ERR12861552	1111493	1114048	SC2
ERR12861552	1144819	1147469	SC2
ERR12861552	1149649	1152400	SC2
ERR12861552	1158497	1160518	SC2
ERR12861552	1162305	1163899	SC2
ERR12861552	1166002	1169367	SC2
ERR12861552	1178746	1181720	SC2
ERR12861552	1209346	1214677	SC2
ERR12861552	1216796	1219523	SC2
ERR12861552	1222078	1223823	SC2
ERR12861552	1227111	1244578	SC2
ERR12861552	1245299	1250635	SC2
ERR12861552	1264421	1265080	SC2
ERR12861552	1267623	1274372	SC2
ERR12861552	1278123	1279235	SC2
ERR12861552	1286276	1287894	SC2
ERR12861552	1296709	1304510	SC2
ERR12861552	1334481	1342629	SC2
ERR12861552	1348962	1350285	SC2
ERR12861552	1379900	1381002	SC2
ERR12861552	1386569	1390082	SC2
ERR12861552	1391857	1396486	SC2
ERR12861552	1398378	1402264	SC2
ERR12861552	1450272	1450794	SC2
ERR12861552	1451215	1457855	SC2
ERR12861552	1479236	1481686	SC2
ERR12861552	1501559	1505430	SC2
ERR12861552	1509956	1511183	SC2
ERR12861552	1515657	1516503	SC2
ERR12861552	1528215	1529724	SC2
ERR12861552	1532768	1533079	SC2
ERR12861552	1547344	1552855	SC2
ERR12861552	1606027	1609696	SC2
ERR12861552	1614323	1623641	SC2
ERR12861552	1630966	1635350	SC2
ERR12861552	1642375	1648654	SC2
ERR12861552	1666549	1672285	SC2
ERR12861552	1673267	1679450	SC2
ERR12861552	1680241	1687778	SC2
ERR12861552	1719095	1719712	SC2
ERR12861552	1721738	1726142	SC2
ERR12861552	1732646	1736779	SC2
ERR12861552	1755592	1765802	SC2
ERR12861552	1766294	1768858	SC2
ERR12861552	1771442	1778430	SC2
ERR12861552	1785863	1787609	SC2
ERR12861552	1802375	1806632	SC2
ERR12861552	1808021	1808814	SC2
ERR12861552	1816878	1817648	SC2
ERR12861552	1836009	1837345	SC2
ERR12861552	1858773	1863139	SC2
ERR12861552	1879585	1883232	SC2
ERR12861552	1905298	1906416	SC2
ERR12861552	1937362	1941331	SC2
ERR12861552	1953297	1958426	SC2
ERR12861552	1969574	1975708	SC2
ERR12861552	1982019	1982739	SC2
ERR12861552	1999368	2004020	SC2
ERR12861552	2004878	2007432	SC2
ERR12861552	2008213	2008851	SC2
ERR12861552	2012717	2014146	SC2
ERR12861552	2021631	2023965	SC2
ERR12861552	2039792	2044056	SC2
ERR12861552	2049639	2050602	SC2
ERR12861552	2060910	2063577	SC2
ERR12861552	2067744	2068786	SC2
ERR12861552	2072318	2074388	SC2
ERR12861552	2084475	2086141	SC2
ERR12861552	2094161	2096468	SC2
ERR12861552	2104952	2110703	SC2
ERR12861552	2134939	2146325	SC2
ERR12861552	2172604	2174741	SC2
ERR12861552	2194573	2198886	SC2
ERR12861552	2215895	2219559	SC2
ERR12861552	2226374	2231280	SC2
ERR12861552	2233225	2234994	SC2
ERR12861552	2263245	2264509	SC2
ERR12861552	2288206	2290421	SC2
ERR12861552	2304508	2305426	SC2
ERR12861552	2323260	2325244	SC2
ERR12861552	2326132	2329055	SC2
ERR12861552	2363720	2366500	SC2
ERR12861552	2395220	2399485	SC2
ERR12861552	2400150	2414463	SC2
ERR12861552	2415857	2416936	SC2
ERR12861552	2422551	2423851	SC2
ERR12861552	2426659	2428914	SC2
ERR12861552	2471325	2472372	SC2
ERR12861552	2502978	2504494	SC2
ERR12861552	2544592	2546332	SC2
ERR12861552	2547376	2548105	SC2
ERR12861552	2555397	2557748	SC2
ERR12861552	2563530	2563948	SC2
ERR12861552	2566629	2567380	SC2
ERR12861552	2581732	2583491	SC2
ERR12861552	2614085	2614888	SC2
ERR12861552	2630286	2633732	SC2
ERR12861552	2646202	2649468	SC2
ERR12861552	2650266	2652197	SC2
ERR12861552	2656817	2657945	SC2
ERR12861552	2666191	2667763	SC2
ERR12861552	2695070	2701367	SC2
ERR12861552	2703249	2705264	SC2
ERR12861552	2718974	2723636	SC2
ERR12861552	2756677	2758719	SC2
ERR12861552	2785258	2787937	SC2
ERR12861552	2857271	2862629	SC2
ERR12861552	2863362	2867610	SC2
ERR12861552	2887962	2888905	SC2
ERR12861552	2906511	2908201	SC2
ERR12861552	2914170	2917449	SC2
ERR12861552	2923504	2923761	SC2
ERR12861552	2924021	2924861	SC2
ERR12861552	2931673	2932250	SC2
ERR12861552	2932662	2933505	SC2
ERR12861552	2940065	2942248	SC2
ERR12861552	2965455	2968226	SC2
ERR12861552	2979804	2982157	SC2
ERR12861552	3017932	3022213	SC2
ERR12861552	3027274	3032109	SC2
ERR12861552	3041577	3044356	SC2
ERR12861552	3059445	3066248	SC2
ERR12861552	3116226	3119376	SC2
ERR12861552	3136101	3139441	SC2
ERR12861552	3168244	3170983	SC2
ERR12861552	3206329	3208362	SC2
ERR12861552	3212268	3217320	SC2
ERR12861552	3233385	3234978	SC2
ERR12861552	3242862	3247790	SC2
ERR12861552	3257792	3261258	SC2
ERR12861552	3269911	3280720	SC2
ERR12861552	3294139	3296475	SC2
ERR12861552	3335979	3341212	SC2
ERR12861552	3349096	3352252	SC2
ERR12861552	3359633	3361106	SC2
ERR12861552	3388361	3395594	SC2
ERR12861552	3416725	3418456	SC2
ERR12861552	3432464	3437090	SC2
ERR12861552	3439861	3441157	SC2
ERR12861552	3450600	3451096	SC2
ERR12861552	3475743	3479016	SC2
ERR12861552	3492066	3493715	SC2
ERR12861552	3500666	3501665	SC2
ERR12861552	3512022	3519254	SC2
ERR12861552	3521653	3523922	SC2
ERR12861552	3533487	3535950	SC2
ERR12861552	3545580	3546433	SC2
ERR12861552	3584637	3586039	SC2
ERR12861552	3603155	3604825	SC2
ERR12861552	3612776	3615921	SC2
ERR12861552	3639849	3648155	SC2
ERR12861552	3657153	3658279	SC2
ERR12861552	3662646	3663327	SC2
ERR12861552	3677635	3681296	SC2
ERR12861552	3693951	3694679	SC2
ERR12861552	3702523	3703133	SC2
ERR12861552	3729248	3729845	SC2
ERR12861552	3736937	3737207	SC2
ERR12861552	3746469	3750545	SC2
ERR12861552	3771971	3773888	SC2
ERR12861552	3791991	3794595	SC2
ERR12861552	3796566	3798585	SC2
ERR12861552	3803203	3806054	SC2
ERR12861552	3833449	3838493	SC2
ERR12861552	3844115	3844981	SC2
ERR12861552	3848290	3848897	SC2
ERR12861552	3858465	3860224	SC2
ERR12861552	3869470	3870551	SC2
ERR12861552	3900363	3903493	SC2
ERR12861552	3916568	3919271	SC2
ERR12861552	3928097	3930729	SC2
ERR12861552	3955250	3956066	SC2
ERR12861552	3963871	3966765	SC2
ERR12861552	3975412	3976407	SC2
ERR12861552	3998089	4001272	SC2
ERR12861552	4009802	4016228	SC2
ERR12861552	4021463	4023873	SC2
ERR12861552	4028669	4030285	SC2
ERR12861552	4041004	4041956	SC2
ERR12861552	4067209	4069896	SC2
ERR12861552	4072661	4073344	SC2
ERR12861552	4114449	4115546	SC2
SRR7800605	611590	612262	SC2
SRR7800605	1210371	1211134	SC2
SRR7800605	1768965	1770455	SC2
SRR7800605	1806655	1807949	SC2
SRR7800605	1879546	1881499	SC2
SRR7800605	2094161	2095179	SC2
SRR7800605	2417290	2420037	SC2
SRR7800605	2611356	2613999	SC2
SRR7800605	2815623	2820165	SC2
SRR7800605	3631716	3632874	SC2
SRR7800605	3712788	3722910	SC2
SRR7800605	3923001	3923281	SC2
SRR7800605	3927263	3927966	SC2
SRR7800605	4097976	4098201	SC2
SRR7800605	4124419	4132774	SC2
DRR286234	508522	509705	SC2
DRR286234	517605	518346	SC2
DRR286234	563205	564400	SC2
DRR286234	1048584	1049998	SC2
DRR286234	1187410	1187912	SC2
DRR286234	1222640	1223585	SC2
DRR286234	1354926	1356291	SC2
DRR286234	1752088	1753084	SC2
DRR286234	1787403	1787558	SC2
DRR286234	1846800	1848015	SC2
DRR286234	1947924	1948688	SC2
DRR286234	2538098	2539880	SC2
DRR286234	2825298	2827889	SC2
DRR286234	2949473	2950740	SC2
DRR286234	3153914	3154993	SC2
DRR286234	3342111	3345167	SC2
DRR286234	3359633	3361556	SC2
DRR286234	3387225	3387966	SC2
DRR286234	4072609	4073442	SC2
DRR286234	4079416	4082334	SC2
ERR12861783	91773	93087	SC2
ERR12861783	470098	471093	SC2
ERR12861783	610125	610890	SC2
ERR12861783	713524	714934	SC2
ERR12861783	1194144	1196697	SC2
ERR12861783	1229343	1230109	SC2
ERR12861783	1406634	1407015	SC2
ERR12861783	1887448	1887512	SC2
ERR12861783	1996157	1997341	SC2
ERR12861783	2104952	2108094	SC2
ERR12861783	2343927	2344962	SC2
ERR12861783	2350040	2351133	SC2
ERR12861783	2417406	2422550	SC2
ERR12861783	2642039	2642147	SC2
ERR12861783	2652198	2653950	SC2
ERR12861783	2811760	2814236	SC2
ERR12861783	3044606	3046098	SC2
ERR12861783	3048907	3051852	SC2
ERR12861783	3226537	3227452	SC2
ERR12861783	3657508	3658616	SC2
ERR12861783	3798217	3798952	SC2
ERR12861783	3937936	3939568	SC2
ERR12861783	3963871	3965466	SC2
ERR12861783	3990982	3993598	SC2
ERR12861783	4059481	4060584	SC2
ERR12861783	4108494	4113298	SC2
ERR12861783	4119243	4120571	SC2
ERR12861783	4123119	4124484	SC2
ERR12861651	100526	101923	SC2
ERR12861651	291208	292978	SC2
ERR12861651	403836	404573	SC2
ERR12861651	896768	896968	SC2
ERR12861651	990875	991462	SC2
ERR12861651	1162703	1163899	SC2
ERR12861651	1589994	1591182	SC2
ERR12861651	1591589	1592033	SC2
ERR12861651	1592868	1593877	SC2
ERR12861651	1604164	1605374	SC2
ERR12861651	1728943	1730268	SC2
ERR12861651	1823986	1825092	SC2
ERR12861651	1881776	1884496	SC2
ERR12861651	2270010	2270717	SC2
ERR12861651	2617099	2617608	SC2
ERR12861651	2618445	2618944	SC2
ERR12861651	2648958	2650149	SC2
ERR12861651	2752909	2753673	SC2
ERR12861651	3063337	3063960	SC2
ERR12861651	3067398	3068452	SC2
ERR12861651	3130359	3130933	SC2
ERR12861651	3177849	3180999	SC2
ERR12861651	3327809	3328086	SC2
ERR12861651	3331607	3335053	SC2
ERR12861651	3337562	3338279	SC2
ERR12861651	3380577	3380810	SC2
ERR12861651	3573026	3574901	SC2
ERR12861651	3594028	3595872	SC2
SRR10112073	753252	753607	SC2
ERR12861903	46540	47541	SC2
ERR12861903	162568	163632	SC2
ERR12861903	174345	174642	SC2
ERR12861903	214949	215279	SC2
ERR12861903	305504	306242	SC2
ERR12861903	320538	324383	SC2
ERR12861903	691233	691958	SC2
ERR12861903	696765	698213	SC2
ERR12861903	703839	704720	SC2
ERR12861903	788943	790047	SC2
ERR12861903	809271	809547	SC2
ERR12861903	860362	861561	SC2
ERR12861903	905990	910087	SC2
ERR12861903	1040643	1041644	SC2
ERR12861903	1139282	1141797	SC2
ERR12861903	1239872	1240667	SC2
ERR12861903	1335191	1336460	SC2
ERR12861903	1378354	1379559	SC2
ERR12861903	1405591	1406534	SC2
ERR12861903	1468776	1470224	SC2
ERR12861903	1471138	1476917	SC2
ERR12861903	1622457	1622971	SC2
ERR12861903	1638054	1642374	SC2
ERR12861903	2006275	2007173	SC2
ERR12861903	2014345	2015051	SC2
ERR12861903	2058809	2060592	SC2
ERR12861903	2295345	2295894	SC2
ERR12861903	2309694	2310953	SC2
ERR12861903	2329550	2330887	SC2
ERR12861903	2377434	2377657	SC2
ERR12861903	2408958	2409427	SC2
ERR12861903	2422698	2423851	SC2
ERR12861903	2471325	2472372	SC2
ERR12861903	2551127	2553055	SC2
ERR12861903	2565556	2567895	SC2
ERR12861903	2725929	2730482	SC2
ERR12861903	2753044	2755081	SC2
ERR12861903	2904513	2908201	SC2
ERR12861903	2944681	2946400	SC2
ERR12861903	2998261	2999389	SC2
ERR12861903	3050139	3051589	SC2
ERR12861903	3148443	3149398	SC2
ERR12861903	3208363	3213416	SC2
ERR12861903	3320675	3321556	SC2
ERR12861903	3338671	3340162	SC2
ERR12861903	3358216	3359091	SC2
ERR12861903	3359572	3361191	SC2
ERR12861903	3419845	3420608	SC2
ERR12861903	3454091	3455646	SC2
ERR12861903	3479397	3479659	SC2
ERR12861903	3645299	3648155	SC2
ERR12861903	3793149	3794468	SC2
ERR12861903	3807008	3807757	SC2
ERR12861903	3857150	3857651	SC2
ERR12861903	3899053	3900840	SC2
ERR12861903	4072453	4073325	SC2
ERR12861413	41235	49277	SC2
ERR12861413	90677	91960	SC2
ERR12861413	93088	94517	SC2
ERR12861413	135694	143832	SC2
ERR12861413	172299	174722	SC2
ERR12861413	190434	194103	SC2
ERR12861413	201267	201617	SC2
ERR12861413	208076	208750	SC2
ERR12861413	227428	229763	SC2
ERR12861413	260106	261264	SC2
ERR12861413	278194	280160	SC2
ERR12861413	282551	285732	SC2
ERR12861413	294235	297517	SC2
ERR12861413	336642	342339	SC2
ERR12861413	370288	370815	SC2
ERR12861413	409772	420714	SC2
ERR12861413	430194	432078	SC2
ERR12861413	483450	484541	SC2
ERR12861413	486324	488108	SC2
ERR12861413	489138	492099	SC2
ERR12861413	493678	495557	SC2
ERR12861413	566579	568432	SC2
ERR12861413	612202	614584	SC2
ERR12861413	646160	650093	SC2
ERR12861413	678107	681991	SC2
ERR12861413	724546	725099	SC2
ERR12861413	745468	746294	SC2
ERR12861413	749029	749071	SC2
ERR12861413	803246	803912	SC2
ERR12861413	826869	829413	SC2
ERR12861413	871546	876179	SC2
ERR12861413	908642	911128	SC2
ERR12861413	913571	913975	SC2
ERR12861413	924931	930142	SC2
ERR12861413	941195	942053	SC2
ERR12861413	984804	988303	SC2
ERR12861413	993775	994830	SC2
ERR12861413	1069884	1079727	SC2
ERR12861413	1086385	1097520	SC2
ERR12861413	1121206	1122438	SC2
ERR12861413	1184518	1188341	SC2
ERR12861413	1190829	1191961	SC2
ERR12861413	1196948	1198578	SC2
ERR12861413	1222466	1223520	SC2
ERR12861413	1245447	1251119	SC2
ERR12861413	1318459	1323543	SC2
ERR12861413	1403305	1404241	SC2
ERR12861413	1480381	1482657	SC2
ERR12861413	1523726	1524798	SC2
ERR12861413	1529978	1531041	SC2
ERR12861413	1541960	1543956	SC2
ERR12861413	1546978	1549447	SC2
ERR12861413	1607216	1609867	SC2
ERR12861413	1625913	1627643	SC2
ERR12861413	1639794	1641593	SC2
ERR12861413	1671156	1672306	SC2
ERR12861413	1686974	1688276	SC2
ERR12861413	1722912	1723953	SC2
ERR12861413	1763272	1765802	SC2
ERR12861413	1779042	1781499	SC2
ERR12861413	1853984	1867605	SC2
ERR12861413	1878068	1880338	SC2
ERR12861413	1890911	1895121	SC2
ERR12861413	1898172	1902665	SC2
ERR12861413	1958628	1959545	SC2
ERR12861413	1977575	1982863	SC2
ERR12861413	2025003	2029338	SC2
ERR12861413	2058917	2059660	SC2
ERR12861413	2069830	2072727	SC2
ERR12861413	2093127	2096701	SC2
ERR12861413	2097292	2107283	SC2
ERR12861413	2121660	2123010	SC2
ERR12861413	2175039	2180792	SC2
