"StrainName","Start","End","DonorLineage","length"
"ERR12861783",2885143,2891334,"10",6191
"ERR12861783",2892534,2896237,"10",3703
"ERR12861783",2906456,2908663,"7",2207
"ERR12861783",2908664,2909603,"6",939
"ERR12861783",2935798,2937085,"3",1287
"ERR12861783",2942440,2946550,"10",4110
"ERR12861783",2959522,2961230,"10",1708
"ERR12861783",2968693,2969772,"5",1079
"ERR12861783",2979272,2985111,"10",5839
"ERR12861783",2992478,2994790,"6",2312
"ERR12861783",2994791,2995587,"5",796
"ERR12861783",2997953,2999213,"5",1260
"ERR12861783",3004799,3008643,"5",3844
"ERR12861783",3008836,3009322,"7",486
"ERR12861783",3014295,3017931,"10",3636
"ERR12861783",3044606,3046098,"4",1492
"ERR12861783",3048907,3051852,"4",2945
"ERR12861783",3064060,3065541,"5",1481
"ERR12861783",3065542,3068970,"1",3428
"ERR12861783",3075492,3076339,"6",847
"ERR12861783",3093563,3094772,"10",1209
"ERR12861783",3104938,3107792,"5",2854
"ERR12861783",3124290,3127777,"5",3487
"ERR12861783",3144434,3145374,"10",940
"ERR12861783",3149076,3151895,"6",2819
"ERR12861783",3152509,3157454,"5",4945
"ERR12861783",3168444,3168932,"10",488
"ERR12861783",3173034,3174212,"7",1178
"ERR12861783",3174213,3174302,"5",89
"ERR12861783",3174414,3175602,"2",1188
"ERR12861783",3200848,3202196,"6",1348
"ERR12861783",3217627,3221666,"6",4039
"ERR12861783",3226537,3227452,"4",915
"ERR12861783",3227453,3227880,"5",427
"ERR12861783",3231476,3234413,"5",2937
"ERR12861783",3236358,3238017,"5",1659
"ERR12861783",3242252,3246365,"10",4113
"ERR12861783",3252316,3254580,"10",2264
"ERR12861783",3255759,3256317,"5",558
"ERR12861783",3272556,3277773,"5",5217
"ERR12861783",3279157,3279959,"10",802
"ERR12861783",3286700,3288530,"8",1830
"ERR12861783",3297891,3301045,"10",3154
"ERR12861783",3301046,3302515,"2",1469
"ERR12861783",3306962,3312995,"5",6033
"ERR12861783",3322218,3323995,"10",1777
"ERR12861783",3323996,3327975,"6",3979
"ERR12861783",3338671,3342901,"7",4230
"ERR12861783",3358260,3362251,"5",3991
"ERR12861783",3364504,3370015,"10",5511
"ERR12861783",3373228,3375198,"10",1970
"ERR12861783",3400900,3401460,"5",560
"ERR12861783",3401461,3402523,"10",1062
"ERR12861783",3406943,3409827,"10",2884
"ERR12861783",3411314,3412894,"8",1580
"ERR12861783",3414630,3416375,"5",1745
"ERR12861783",3428404,3431197,"5",2793
"ERR12861783",3442646,3445595,"5",2949
"ERR12861783",3447028,3449973,"5",2945
"ERR12861783",3453264,3457846,"5",4582
"ERR12861783",3481071,3483226,"10",2155
"ERR12861783",3500732,3501375,"2",643
"ERR12861783",3504656,3505770,"6",1114
"ERR12861783",3509033,3512000,"5",2967
"ERR12861783",3512001,3512931,"7",930
"ERR12861783",3521653,3523200,"8",1547
"ERR12861783",3534654,3537407,"5",2753
"ERR12861783",3541440,3542513,"5",1073
"ERR12861783",3542514,3542894,"7",380
"ERR12861783",3542895,3547514,"10",4619
"ERR12861783",3562561,3564376,"10",1815
"ERR12861783",3567519,3569521,"10",2002
"ERR12861783",3569522,3570141,"5",619
"ERR12861783",3570142,3571069,"10",927
"ERR12861783",3575149,3576709,"10",1560
"ERR12861783",3610189,3611973,"5",1784
"ERR12861783",3618158,3621295,"10",3137
"ERR12861783",3625202,3627223,"3",2021
"ERR12861783",3631729,3634850,"6",3121
"ERR12861783",3645299,3648732,"5",3433
"ERR12861783",3648733,3649674,"6",941
"ERR12861783",3657508,3658616,"4",1108
"ERR12861783",3669904,3670261,"10",357
"ERR12861783",3670262,3672032,"5",1770
"ERR12861783",3672128,3674400,"10",2272
"ERR12861783",3675318,3676947,"6",1629
"ERR12861783",3677681,3678240,"10",559
"ERR12861783",3689912,3690783,"5",871
"ERR12861783",3692345,3693237,"10",892
"ERR12861783",3737742,3741007,"10",3265
"ERR12861783",3746526,3747427,"5",901
"ERR12861783",3750782,3751305,"6",523
"ERR12861783",3751306,3753917,"1",2611
"ERR12861783",3757346,3760833,"5",3487
"ERR12861783",3765880,3766479,"5",599
"ERR12861783",3772836,3774038,"5",1202
"ERR12861783",3778803,3778959,"5",156
"ERR12861783",3798217,3798952,"4",735
"ERR12861783",3799762,3806097,"8",6335
"ERR12861783",3806098,3807757,"10",1659
"ERR12861783",3830970,3831420,"5",450
"ERR12861783",3839222,3841452,"5",2230
"ERR12861783",3857869,3860114,"5",2245
"ERR12861783",3862637,3867631,"10",4994
"ERR12861783",3872329,3873628,"7",1299
"ERR12861783",3884731,3885926,"6",1195
"ERR12861783",3885927,3887533,"3",1606
"ERR12861783",3890626,3894048,"5",3422
"ERR12861783",3898816,3900892,"6",2076
"ERR12861783",3908832,3915144,"10",6312
"ERR12861783",3915145,3916649,"1",1504
"ERR12861783",3928409,3930579,"10",2170
"ERR12861783",3937936,3939568,"4",1632
"ERR12861783",3945177,3947395,"3",2218
"ERR12861783",3947396,3949441,"10",2045
"ERR12861783",3959572,3962448,"5",2876
"ERR12861783",3963871,3965466,"4",1595
"ERR12861783",3967921,3970701,"10",2780
"ERR12861783",3977990,3978224,"5",234
"ERR12861783",3983999,3990143,"5",6144
"ERR12861783",3990982,3993598,"4",2616
"ERR12861783",3994767,3995410,"3",643
"ERR12861783",4003231,4006055,"6",2824
"ERR12861783",4013113,4017918,"5",4805
"ERR12861783",4017919,4020545,"10",2626
"ERR12861783",4020546,4023447,"5",2901
"ERR12861783",4025221,4027874,"5",2653
"ERR12861783",4033790,4034642,"5",852
"ERR12861783",4035610,4036339,"5",729
"ERR12861783",4038029,4041956,"5",3927
"ERR12861783",4044674,4045298,"3",624
"ERR12861783",4045299,4047116,"5",1817
"ERR12861783",4051532,4052938,"5",1406
"ERR12861783",4052939,4053907,"3",968
"ERR12861783",4059481,4060584,"4",1103
"ERR12861783",4072308,4073513,"5",1205
"ERR12861783",4108494,4113298,"4",4804
"ERR12861783",4114364,4118539,"10",4175
"ERR12861783",4119243,4120571,"4",1328
"ERR12861783",4123119,4124484,"4",1365
"ERR12861783",4127765,4128680,"7",915
"ERR12861783",4133830,4134146,"10",316
"ERR12861783",4140241,4149829,"3",9588
"ERR12861651",91148,94274,"6",3126
"ERR12861651",94275,100525,"5",6250
"ERR12861651",100526,101923,"4",1397
"ERR12861651",101924,102843,"9",919
"ERR12861651",102844,104887,"5",2043
"ERR12861651",104888,106076,"3",1188
"ERR12861651",291208,292978,"4",1770
"ERR12861651",398773,398823,"9",50
"ERR12861651",398824,399053,"5",229
"ERR12861651",399893,402190,"10",2297
"ERR12861651",402191,403835,"3",1644
"ERR12861651",403836,404573,"4",737
"ERR12861651",404574,408854,"9",4280
"ERR12861651",688998,691052,"5",2054
"ERR12861651",691053,691842,"3",789
"ERR12861651",692653,692880,"3",227
"ERR12861651",692881,694505,"7",1624
"ERR12861651",835619,835862,"5",243
"ERR12861651",835863,836656,"3",793
"ERR12861651",836657,839648,"7",2991
"ERR12861651",895436,895924,"6",488
"ERR12861651",895925,896767,"10",842
"ERR12861651",896768,896968,"4",200
"ERR12861651",896969,897150,"10",181
"ERR12861651",897151,897454,"5",303
"ERR12861651",898145,898654,"5",509
"ERR12861651",965123,968271,"6",3148
"ERR12861651",968272,968342,"7",70
"ERR12861651",988581,990874,"3",2293
"ERR12861651",990875,991462,"4",587
"ERR12861651",991463,991749,"3",286
"ERR12861651",991750,994830,"8",3080
"ERR12861651",994831,995482,"10",651
"ERR12861651",1047625,1047851,"5",226
"ERR12861651",1053756,1054322,"3",566
"ERR12861651",1054323,1054355,"5",32
"ERR12861651",1054356,1055435,"7",1079
"ERR12861651",1056006,1057387,"8",1381
"ERR12861651",1058078,1058282,"8",204
"ERR12861651",1058283,1058468,"5",185
"ERR12861651",1058469,1058934,"8",465
"ERR12861651",1058935,1058987,"5",52
"ERR12861651",1058988,1060549,"8",1561
"ERR12861651",1060550,1061657,"10",1107
"ERR12861651",1099561,1102339,"10",2778
"ERR12861651",1160589,1162702,"7",2113
"ERR12861651",1162703,1163899,"4",1196
"ERR12861651",1163900,1164542,"10",642
"ERR12861651",1227877,1228061,"9",184
"ERR12861651",1228062,1229365,"5",1303
"ERR12861651",1229366,1229501,"8",135
"ERR12861651",1229787,1230484,"8",697
"ERR12861651",1247675,1250593,"5",2918
"ERR12861651",1252235,1253670,"9",1435
"ERR12861651",1253671,1253705,"8",34
"ERR12861651",1254990,1256918,"1",1928
"ERR12861651",1291886,1292854,"10",968
"ERR12861651",1292862,1293080,"10",218
"ERR12861651",1293081,1294909,"7",1828
"ERR12861651",1296709,1299259,"8",2550
"ERR12861651",1351434,1352927,"3",1493
"ERR12861651",1352928,1353894,"5",966
"ERR12861651",1353895,1357762,"1",3867
"ERR12861651",1411882,1414018,"3",2136
"ERR12861651",1414019,1420234,"9",6215
"ERR12861651",1420235,1421321,"7",1086
"ERR12861651",1425176,1426463,"8",1287
"ERR12861651",1589994,1591182,"4",1188
"ERR12861651",1591183,1591588,"3",405
"ERR12861651",1591589,1592033,"4",444
"ERR12861651",1592034,1592867,"7",833
"ERR12861651",1592868,1593877,"4",1009
"ERR12861651",1598622,1600709,"9",2087
"ERR12861651",1600710,1601802,"10",1092
"ERR12861651",1601803,1604163,"8",2360
"ERR12861651",1604164,1605374,"4",1210
"ERR12861651",1652605,1656560,"5",3955
"ERR12861651",1656561,1657590,"3",1029
"ERR12861651",1657591,1658731,"8",1140
"ERR12861651",1658938,1659673,"7",735
"ERR12861651",1659674,1660060,"8",386
"ERR12861651",1660061,1660396,"1",335
"ERR12861651",1660397,1661495,"7",1098
"ERR12861651",1662240,1663157,"5",917
"ERR12861651",1663318,1663842,"5",524
"ERR12861651",1705054,1705536,"3",482
"ERR12861651",1705537,1706226,"9",689
"ERR12861651",1706227,1708077,"1",1850
"ERR12861651",1708078,1710626,"6",2548
"ERR12861651",1728943,1730268,"4",1325
"ERR12861651",1734179,1734400,"10",221
"ERR12861651",1734669,1735386,"6",717
"ERR12861651",1735387,1736825,"7",1438
"ERR12861651",1736826,1737229,"3",403
"ERR12861651",1737230,1737703,"6",473
"ERR12861651",1737704,1738636,"5",932
"ERR12861651",1738637,1739383,"6",746
"ERR12861651",1748633,1750541,"7",1908
"ERR12861651",1750542,1751358,"8",816
"ERR12861651",1823986,1825092,"4",1106
"ERR12861651",1825093,1826540,"6",1447
"ERR12861651",1879837,1880123,"10",286
"ERR12861651",1880124,1881775,"3",1651
"ERR12861651",1881776,1884496,"4",2720
"ERR12861651",1884497,1885494,"3",997
"ERR12861651",1909663,1911488,"1",1825
"ERR12861651",1911489,1913936,"3",2447
"ERR12861651",1913937,1914779,"5",842
"ERR12861651",1914780,1915971,"10",1191
"ERR12861651",1916093,1918905,"3",2812
"ERR12861651",2065561,2066858,"7",1297
"ERR12861651",2067423,2070113,"3",2690
"ERR12861651",2070114,2070522,"6",408
"ERR12861651",2070523,2073071,"5",2548
"ERR12861651",2073072,2074871,"10",1799
"ERR12861651",2137297,2139338,"10",2041
"ERR12861651",2139339,2140105,"3",766
"ERR12861651",2161608,2164175,"7",2567
"ERR12861651",2270010,2270717,"4",707
"ERR12861651",2270718,2272529,"5",1811
"ERR12861651",2272530,2273164,"7",634
"ERR12861651",2273165,2273459,"8",294
"ERR12861651",2273460,2274029,"7",569
"ERR12861651",2274030,2274085,"1",55
"ERR12861651",2274318,2274558,"1",240
"ERR12861651",2274963,2275771,"9",808
"ERR12861651",2324792,2326452,"5",1660
"ERR12861651",2326453,2327728,"9",1275
"ERR12861651",2327729,2328482,"6",753
"ERR12861651",2362232,2363580,"5",1348
"ERR12861651",2363581,2364875,"7",1294
"ERR12861651",2499015,2500644,"7",1629
"ERR12861651",2513638,2515585,"6",1947
"ERR12861651",2518279,2521099,"8",2820
"ERR12861651",2522547,2524024,"9",1477
"ERR12861651",2524025,2524207,"3",182
"ERR12861651",2524208,2524398,"7",190
"ERR12861651",2524399,2524735,"8",336
"ERR12861651",2524736,2525159,"3",423
"ERR12861651",2528263,2528737,"3",474
"ERR12861651",2529703,2532291,"3",2588
"ERR12861651",2532642,2533905,"9",1263
"ERR12861651",2557505,2559977,"6",2472
"ERR12861651",2559978,2562262,"1",2284
"ERR12861651",2563254,2563948,"7",694
"ERR12861651",2565738,2567355,"1",1617
"ERR12861651",2567356,2567424,"5",68
"ERR12861651",2567425,2567665,"9",240
"ERR12861651",2567666,2569250,"8",1584
"ERR12861651",2569251,2569788,"9",537
"ERR12861651",2569789,2570841,"3",1052
"ERR12861651",2585054,2586059,"10",1005
"ERR12861651",2586060,2586957,"3",897
"ERR12861651",2586958,2587109,"8",151
"ERR12861651",2587110,2587699,"10",589
"ERR12861651",2587700,2588903,"8",1203
"ERR12861651",2593855,2596302,"5",2447
"ERR12861651",2601002,2601852,"8",850
"ERR12861651",2614973,2616978,"3",2005
"ERR12861651",2617099,2617608,"4",509
"ERR12861651",2617609,2618444,"7",835
"ERR12861651",2618445,2618944,"4",499
"ERR12861651",2646732,2648957,"7",2225
"ERR12861651",2648958,2650149,"4",1191
"ERR12861651",2752909,2753673,"4",764
"ERR12861651",2753674,2754712,"1",1038
"ERR12861651",2760179,2764555,"1",4376
"ERR12861651",2764646,2765275,"3",629
"ERR12861651",2799413,2799932,"6",519
"ERR12861651",2799933,2800315,"7",382
"ERR12861651",2801706,2803294,"6",1588
"ERR12861651",2803526,2804844,"5",1318
"ERR12861651",2923536,2924654,"9",1118
"ERR12861651",2924655,2924861,"5",206
"ERR12861651",2940132,2941555,"7",1423
"ERR12861651",2941556,2942548,"9",992
"ERR12861651",2948336,2949769,"3",1433
"ERR12861651",2949853,2952157,"7",2304
"ERR12861651",2964028,2964710,"5",682
"ERR12861651",2965455,2966982,"3",1527
"ERR12861651",2973062,2974206,"9",1144
"ERR12861651",2974207,2977277,"7",3070
"ERR12861651",2992793,2992864,"9",71
"ERR12861651",2992865,2993583,"1",718
"ERR12861651",2993584,2995449,"8",1865
"ERR12861651",2995450,2997177,"10",1727
"ERR12861651",2997178,2997775,"7",597
"ERR12861651",2997776,2998195,"5",419
"ERR12861651",2998196,2998759,"3",563
"ERR12861651",3027906,3029290,"7",1384
"ERR12861651",3029291,3030826,"1",1535
"ERR12861651",3030827,3031174,"7",347
"ERR12861651",3031484,3033779,"3",2295
"ERR12861651",3036833,3039356,"1",2523
"ERR12861651",3039357,3042945,"6",3588
"ERR12861651",3047083,3048967,"7",1884
"ERR12861651",3048968,3050879,"1",1911
"ERR12861651",3050880,3051160,"3",280
"ERR12861651",3052160,3053140,"3",980
"ERR12861651",3063337,3063960,"4",623
"ERR12861651",3066718,3066854,"9",136
"ERR12861651",3066855,3067397,"1",542
"ERR12861651",3067398,3068452,"4",1054
"ERR12861651",3069675,3074007,"3",4332
"ERR12861651",3127179,3127471,"3",292
"ERR12861651",3127653,3128178,"9",525
"ERR12861651",3128475,3129090,"3",615
"ERR12861651",3129091,3130358,"10",1267
"ERR12861651",3130359,3130933,"4",574
"ERR12861651",3130934,3132262,"3",1328
"ERR12861651",3132263,3134194,"1",1931
"ERR12861651",3134195,3135847,"9",1652
"ERR12861651",3135908,3137053,"3",1145
"ERR12861651",3137079,3137794,"8",715
"ERR12861651",3137795,3138349,"3",554
"ERR12861651",3138350,3139141,"5",791
"ERR12861651",3139142,3139911,"3",769
"ERR12861651",3148232,3148442,"10",210
"ERR12861651",3148443,3148944,"3",501
"ERR12861651",3148945,3151382,"7",2437
"ERR12861651",3151896,3153498,"10",1602
"ERR12861651",3153499,3153760,"3",261
"ERR12861651",3153761,3153913,"7",152
"ERR12861651",3177849,3180999,"4",3150
"ERR12861651",3181305,3183110,"10",1805
"ERR12861651",3183111,3183703,"5",592
"ERR12861651",3234001,3234793,"3",792
"ERR12861651",3234794,3235696,"5",902
"ERR12861651",3235697,3236357,"8",660
"ERR12861651",3236358,3237033,"10",675
"ERR12861651",3237034,3238249,"9",1215
"ERR12861651",3238250,3239144,"3",894
"ERR12861651",3239145,3239324,"9",179
"ERR12861651",3243731,3245123,"8",1392
"ERR12861651",3245124,3246049,"3",925
"ERR12861651",3272815,3274965,"8",2150
"ERR12861651",3274966,3275293,"3",327
"ERR12861651",3275294,3275762,"8",468
"ERR12861651",3275763,3278401,"7",2638
"ERR12861651",3327809,3328086,"4",277
"ERR12861651",3328087,3331461,"9",3374
"ERR12861651",3331607,3335053,"4",3446
"ERR12861651",3335054,3337561,"3",2507
"ERR12861651",3337562,3338279,"4",717
"ERR12861651",3338280,3339713,"3",1433
"ERR12861651",3339714,3340389,"8",675
"ERR12861651",3356773,3359425,"7",2652
"ERR12861651",3359426,3359509,"5",83
"ERR12861651",3359510,3361106,"9",1596
"ERR12861651",3361107,3363145,"7",2038
"ERR12861651",3363146,3365575,"5",2429
"ERR12861651",3380577,3380810,"4",233
"ERR12861651",3381039,3381110,"9",71
"ERR12861651",3383642,3386002,"1",2360
"ERR12861651",3386003,3388294,"6",2291
"ERR12861651",3388295,3390184,"8",1889
"ERR12861651",3390185,3390590,"10",405
"ERR12861651",3390591,3393322,"9",2731
"ERR12861651",3393323,3394792,"8",1469
"ERR12861651",3394793,3396747,"6",1954
"ERR12861651",3403445,3407228,"8",3783
"ERR12861651",3425323,3428561,"5",3238
"ERR12861651",3431055,3431541,"3",486
"ERR12861651",3431542,3432967,"8",1425
"ERR12861651",3432968,3433032,"9",64
"ERR12861651",3433033,3434122,"3",1089
"ERR12861651",3434123,3434314,"1",191
"ERR12861651",3434315,3435244,"10",929
"ERR12861651",3435245,3437641,"8",2396
"ERR12861651",3439143,3439549,"5",406
"ERR12861651",3439550,3439935,"6",385
"ERR12861651",3440048,3440844,"1",796
"ERR12861651",3440845,3442337,"8",1492
"ERR12861651",3460847,3463889,"6",3042
"ERR12861651",3463890,3464041,"5",151
"ERR12861651",3464147,3465059,"3",912
"ERR12861651",3466974,3467139,"10",165
"ERR12861651",3467140,3467276,"5",136
"ERR12861651",3467277,3470752,"10",3475
"ERR12861651",3470753,3471385,"5",632
"ERR12861651",3499389,3500140,"7",751
"ERR12861651",3500141,3502042,"5",1901
"ERR12861651",3502043,3502710,"7",667
"ERR12861651",3532435,3539399,"5",6964
"ERR12861651",3539400,3541241,"6",1841
"ERR12861651",3541242,3541876,"5",634
"ERR12861651",3565442,3569608,"8",4166
"ERR12861651",3570051,3573025,"6",2974
"ERR12861651",3573026,3574901,"4",1875
"ERR12861651",3574902,3576068,"8",1166
"ERR12861651",3576069,3577290,"3",1221
"ERR12861651",3577291,3579251,"6",1960
"ERR12861651",3579913,3581501,"6",1588
"ERR12861651",3581676,3582954,"10",1278
"ERR12861651",3590838,3591872,"9",1034
"ERR12861651",3591873,3594027,"8",2154
"ERR12861651",3594028,3595872,"4",1844
"ERR12861651",3604826,3605148,"6",322
"ERR12861651",3605149,3605307,"10",158
"ERR12861651",3605308,3605641,"7",333
"ERR12861651",3644642,3644697,"7",55
"ERR12861651",3644698,3645486,"8",788
"ERR12861651",3645487,3646731,"6",1244
"ERR12861651",3646732,3647021,"1",289
"ERR12861651",3647022,3647838,"3",816
"ERR12861651",3669167,3670877,"6",1710
"ERR12861651",3670878,3671112,"10",234
"ERR12861651",3671113,3672333,"9",1220
"ERR12861651",3672334,3672546,"8",212
"ERR12861651",3672547,3672928,"10",381
"ERR12861651",3675318,3676862,"3",1544
"ERR12861651",3676948,3677906,"1",958
"ERR12861651",3677907,3678199,"3",292
"ERR12861651",3678200,3681565,"5",3365
"ERR12861651",3729846,3731545,"10",1699
"ERR12861651",3751063,3752215,"8",1152
"ERR12861651",3752216,3752765,"3",549
"ERR12861651",3752766,3754054,"5",1288
"ERR12861651",3754055,3755607,"8",1552
"ERR12861651",3756065,3757250,"3",1185
"ERR12861651",3757251,3759555,"5",2304
"ERR12861651",3764186,3764658,"7",472
"ERR12861651",3764659,3765184,"6",525
"ERR12861651",3765185,3765482,"5",297
"ERR12861651",3766067,3768537,"8",2470
"ERR12861651",3768538,3768628,"5",90
"ERR12861651",3768629,3768927,"6",298
"ERR12861651",3799762,3802393,"1",2631
"ERR12861651",3802394,3803652,"7",1258
"ERR12861651",3803653,3805421,"3",1768
"ERR12861651",3805422,3806169,"1",747
"ERR12861651",3806170,3808125,"7",1955
"ERR12861651",3808126,3808206,"9",80
"ERR12861651",3808207,3809040,"5",833
"ERR12861651",3822797,3823612,"1",815
"ERR12861651",3823686,3825143,"10",1457
"ERR12861651",3825144,3826739,"9",1595
"ERR12861651",3826740,3828300,"8",1560
"ERR12861651",3828301,3829869,"6",1568
"ERR12861651",3867632,3872990,"5",5358
"ERR12861651",3872991,3873138,"8",147
"ERR12861651",3873928,3874396,"5",468
"ERR12861651",3897340,3898716,"1",1376
"ERR12861651",3898717,3898982,"9",265
"ERR12861651",3898983,3899899,"1",916
"ERR12861651",3911051,3911285,"9",234
"ERR12861651",3911286,3913610,"3",2324
"ERR12861651",3922443,3923593,"3",1150
"ERR12861651",3924395,3925265,"10",870
"ERR12861651",3925266,3926747,"1",1481
"ERR12861651",3926788,3926972,"7",184
"ERR12861651",3926973,3928408,"9",1435
"ERR12861651",3931207,3931845,"8",638
"ERR12861651",3931846,3933893,"10",2047
"ERR12861651",3934361,3936092,"7",1731
"ERR12861651",3980103,3981802,"7",1699
"ERR12861651",3981803,3981891,"1",88
"ERR12861651",3981892,3982578,"3",686
"ERR12861651",3982579,3987617,"1",5038
"ERR12861651",3987618,3989733,"6",2115
"ERR12861651",3991973,3992822,"10",849
"ERR12861651",3992823,3993094,"3",271
"ERR12861651",3993095,3996415,"1",3320
"ERR12861651",3999774,3999983,"3",209
"ERR12861651",3999984,4001281,"9",1297
"ERR12861651",4001282,4003885,"5",2603
"ERR12861651",4240291,4242616,"7",2325
"ERR12861651",4242617,4242829,"10",212
"ERR12861651",4242830,4242860,"8",30
"ERR12861651",4242861,4243707,"6",846
"SRR10112073",208076,208497,"9",421
"SRR10112073",371548,372425,"6",877
"SRR10112073",670132,670805,"3",673
"SRR10112073",753252,753607,"4",355
"SRR10112073",753608,754358,"1",750
"SRR10112073",934014,935190,"6",1176
"SRR10112073",987283,988423,"6",1140
"SRR10112073",1008309,1009417,"1",1108
"SRR10112073",1145709,1146286,"1",577
"SRR10112073",1203052,1204021,"8",969
"SRR10112073",1239630,1240540,"9",910
"SRR10112073",1335158,1336383,"1",1225
"SRR10112073",2369144,2370518,"6",1374
"SRR10112073",2373695,2374801,"1",1106
"SRR10112073",2408997,2409427,"1",430
"SRR10112073",2422051,2423571,"1",1520
"SRR10112073",2558072,2562065,"2",3993
"SRR10112073",2646330,2647196,"1",866
"SRR10112073",2777656,2779309,"2",1653
"SRR10112073",2794110,2795273,"5",1163
"SRR10112073",2876723,2877742,"1",1019
"SRR10112073",3330426,3332992,"6",2566
"SRR10112073",3396748,3399603,"9",2855
"SRR10112073",3605072,3607019,"2",1947
"SRR10112073",3623265,3624508,"5",1243
"SRR10112073",3628927,3629528,"8",601
"SRR10112073",3750782,3751374,"8",592
"SRR10112073",3793235,3794468,"1",1233
"SRR10112073",3899103,3900724,"1",1621
"ERR12861903",46282,46539,"2",257
"ERR12861903",46540,47541,"4",1001
"ERR12861903",162568,163632,"4",1064
"ERR12861903",174345,174642,"4",297
"ERR12861903",214949,215279,"4",330
"ERR12861903",232627,234166,"1",1539
"ERR12861903",305504,306242,"4",738
"ERR12861903",320538,324383,"4",3845
"ERR12861903",392160,393210,"7",1050
"ERR12861903",598139,599488,"5",1349
"ERR12861903",667772,670131,"1",2359
"ERR12861903",670132,670787,"3",655
"ERR12861903",683100,683591,"5",491
"ERR12861903",691233,691958,"4",725
"ERR12861903",696765,698213,"4",1448
"ERR12861903",703839,704720,"4",881
"ERR12861903",788829,788942,"1",113
"ERR12861903",788943,790047,"4",1104
"ERR12861903",809271,809547,"4",276
"ERR12861903",860362,861561,"4",1199
"ERR12861903",905990,910087,"4",4097
"ERR12861903",1040643,1041644,"4",1001
"ERR12861903",1134780,1137166,"7",2386
"ERR12861903",1137167,1139281,"5",2114
"ERR12861903",1139282,1141797,"4",2515
"ERR12861903",1144819,1146224,"7",1405
"ERR12861903",1172220,1173042,"1",822
"ERR12861903",1239872,1240667,"4",795
"ERR12861903",1300313,1301288,"3",975
"ERR12861903",1335191,1336460,"4",1269
"ERR12861903",1361040,1362659,"1",1619
"ERR12861903",1363725,1365595,"1",1870
"ERR12861903",1378354,1379559,"4",1205
"ERR12861903",1405591,1406534,"4",943
"ERR12861903",1468776,1470224,"4",1448
"ERR12861903",1471138,1476917,"4",5779
"ERR12861903",1476918,1478089,"1",1171
"ERR12861903",1488332,1489320,"10",988
"ERR12861903",1497438,1498059,"1",621
"ERR12861903",1622457,1622971,"4",514
"ERR12861903",1622972,1623506,"7",534
"ERR12861903",1636333,1638053,"9",1720
"ERR12861903",1638054,1642374,"4",4320
"ERR12861903",1656251,1656833,"7",582
"ERR12861903",1665752,1666416,"10",664
"ERR12861903",2006275,2007173,"4",898
"ERR12861903",2014345,2015051,"4",706
"ERR12861903",2057200,2058808,"5",1608
"ERR12861903",2058809,2060592,"4",1783
"ERR12861903",2295345,2295894,"4",549
"ERR12861903",2309694,2310953,"4",1259
"ERR12861903",2329550,2330887,"4",1337
"ERR12861903",2373882,2375185,"7",1303
"ERR12861903",2375673,2377433,"1",1760
"ERR12861903",2377434,2377657,"4",223
"ERR12861903",2408958,2409427,"4",469
"ERR12861903",2422698,2423851,"4",1153
"ERR12861903",2471325,2472372,"4",1047
"ERR12861903",2494178,2495905,"7",1727
"ERR12861903",2551127,2553055,"4",1928
"ERR12861903",2565556,2567895,"4",2339
"ERR12861903",2567896,2568966,"1",1070
"ERR12861903",2645968,2647072,"1",1104
"ERR12861903",2724003,2725928,"7",1925
"ERR12861903",2725929,2730482,"4",4553
"ERR12861903",2730483,2734209,"7",3726
"ERR12861903",2753044,2755081,"4",2037
"ERR12861903",2795933,2796602,"7",669
"ERR12861903",2819018,2821702,"1",2684
"ERR12861903",2830560,2831740,"7",1180
"ERR12861903",2904513,2908201,"4",3688
"ERR12861903",2944681,2946400,"4",1719
"ERR12861903",2998261,2999389,"4",1128
"ERR12861903",3050139,3051589,"4",1450
"ERR12861903",3072514,3075227,"1",2713
"ERR12861903",3114514,3115426,"1",912
"ERR12861903",3125147,3126224,"3",1077
"ERR12861903",3148443,3149398,"4",955
"ERR12861903",3180684,3181969,"1",1285
"ERR12861903",3208363,3213416,"4",5053
"ERR12861903",3320675,3321556,"4",881
"ERR12861903",3338671,3340162,"4",1491
"ERR12861903",3358216,3359091,"4",875
"ERR12861903",3359092,3359571,"10",479
"ERR12861903",3359572,3361191,"4",1619
"ERR12861903",3419845,3420608,"4",763
"ERR12861903",3451369,3453042,"1",1673
"ERR12861903",3454091,3455646,"4",1555
"ERR12861903",3473355,3475325,"10",1970
"ERR12861903",3479397,3479659,"4",262
"ERR12861903",3485171,3486401,"7",1230
"ERR12861903",3633130,3634850,"7",1720
"ERR12861903",3645299,3648155,"4",2856
"ERR12861903",3772876,3773712,"7",836
"ERR12861903",3778552,3778891,"7",339
"ERR12861903",3784191,3786270,"1",2079
"ERR12861903",3793149,3794468,"4",1319
"ERR12861903",3807008,3807757,"4",749
"ERR12861903",3857150,3857651,"4",501
"ERR12861903",3899053,3900840,"4",1787
"ERR12861903",4072453,4073325,"4",872
"ERR12861903",4131990,4133553,"7",1563
"ERR12861903",4226278,4227327,"8",1049
"ERR12861903",4227328,4229519,"7",2191
"DRR286147",1496907,1498493,"8",1586
"ERR12861413",14952,23782,"6",8830
"ERR12861413",33842,34921,"5",1079
"ERR12861413",39590,41234,"9",1644
"ERR12861413",41235,49277,"4",8042
"ERR12861413",60119,67845,"10",7726
"ERR12861413",69677,70970,"10",1293
